file,target,preposition,determiner,pronoun,male_feature_count,female_feature_count
8c99c9c6af61002363f593fc398f346d,0,11,2,237,61,19
d1d0d8585d5e4025fb0b6b9786bec49f,0,13,5,291,68,22
d3d1b3895b5ac23cd6f4a84a4c6fab46,0,10,0,279,27,15
919bc742d9a22d65eab1f52b11656cab,0,9,4,234,50,25
709187aa3e9870329fc151918d31335c,0,15,0,205,55,23
94eb7b21081b38e22feb3fa1110e4d08,0,4,2,132,39,21
3d51d3e1de48b9ff328cc3e5a78f3857,0,26,2,246,41,16
8bb0f57015b82f0ca60bd07dfd67a3f9,0,3,2,175,45,19
7948050b2f03c8b3146ec2fc3b7e2dee,0,13,4,189,50,18
7ff9c9dd8387a98504d9881ffc6c0627,0,41,1,269,130,15
ba15d67d1ab0e970b5d4140b81e1d129,0,8,2,165,53,15
eb9863669364ec670c8a24fbc3563678,0,10,1,236,50,26
59848e04a63d3af2865bfbe35eba57e3,0,20,0,292,88,31
2f38b4a848e449a4f32bda563972e70,0,15,4,268,57,20
38e91869f8957daf83a64a855cf3a757,0,18,3,341,77,36
2a1053a059d58fbafd3e782a8f7972c0,0,11,3,286,44,12
2ed39526d27ad9232067f5fdbb0db797,0,6,0,332,50,6
e286d8d62d6b010bf6e11b675195bcd1,0,9,2,283,60,23
1dee8e9ec132de0bcc21be1322c6f66c,0,12,3,211,44,14
9980277d0bf03d1da35631b9a8dbce4c,0,15,2,204,72,21
7430fc424914c2788c701a07fb2717c4,0,8,4,301,56,17
5df84ba43cd3dec84020d2b6d390df83,0,15,6,288,64,19
e2314842e8ba5b12397c5d1ae9e80e1c,0,22,3,193,60,14
9bedcbe82e801a5613d4c98de6387140,0,12,3,208,60,18
9095a8e1a4b26518cadc8cb4ab003e3c,0,12,2,274,93,31
b64c7144274829ac128541069031181,0,3,1,227,36,11
66eabf9f244ccf162fda0500d9d6891a,0,22,1,208,65,32
10f75269324b5ef2a193888682bde4f1,0,12,3,292,23,18
8657a575ac4fe0e8765d5b5f0b9ddbe5,0,21,3,272,81,34
d2e567d677d8d862db65c8ff0efd5a26,0,8,1,327,80,8
474fe72ffaf48358bdeb32ad4afd0172,0,6,4,216,59,13
adff66d87f415770e5f52690b116f15d,0,9,2,215,56,15
9e5e19730042c4ac15f830ae6ba7ec6,0,10,1,223,58,21
9625f53a82577216ff043b4edaf9328,0,22,0,226,79,25
7dd543ed438493d5d83388b1f6d3c486,0,4,1,121,45,28
3b4e2bb19c0f7d098243cbaa1b5bea01,0,15,4,247,76,20
df5159d8114b6ded40bfe990eb8345d8,0,22,1,338,99,27
4711536857c12b2c21cfcc84ec1dad2b,0,8,2,197,86,27
953bd75133ab327b10a35befd0831af9,0,8,5,213,81,24
898806f9b2d2ecd4b95d5997d61e4c6c,0,67,0,256,137,12
21fa1e9247196b79d7e54249f1cdc12e,0,15,0,178,51,16
3a0e7e5f76c40b3a504772457fd5fe85,0,20,3,204,92,27
99bff7b7ffb83a71735c50974f56ac0,0,24,1,380,71,17
5807a3ced18e749c679d63ac1442a9c2,0,8,0,377,30,18
a492362a992e1ca89ce6c8861e9e1556,0,14,2,220,73,18
7c5e118033bb06f999d56568be1c7ff7,0,99,1,306,141,16
4c61c7f323542f5c7a6078411d121338,0,18,0,309,53,17
2488a2bb2e9d523cf4bbeffef16f9d67,0,16,0,300,93,7
7f60b26d6f89e7f525d6c49fd29bf9e0,0,0,0,158,92,1
311d462b613bce72b260a5efe347d66d,0,8,5,225,61,21
44054114eca8133bb72b4772c5a6ab38,0,13,0,183,72,18
8072750fb3c4ba37e60927f8556299,0,6,5,202,66,29
fe14ba4c34f075c0b4037e87424be045,0,1,0,36,18,3
d28cc6a7e2cea642cf94fa89a80549f7,0,21,1,196,73,29
e2969aaeef5faa585c0bb44214a3afee,0,7,3,242,93,26
8cac09b7810d44fc46815f1c232c732a,0,10,2,294,59,22
8ce1446a3b715d5bcf6da4f2a60e43f8,0,15,2,233,83,24
9aa807ac361f7335d8c97cb59c4e5334,0,8,2,244,68,28
fc6f924d3258ad47ee7a6d04c0daf3c1,0,17,4,377,84,27
8b8db1964647d929af51d991536eda01,0,18,0,219,83,15
8a7227825c8bf3b3112f0a33f7edc26c,0,16,4,320,101,41
987257143a642cbaae633e50f07cff98,0,13,0,227,61,21
cca6ea8ff34f201aa90373e000aeedd,0,18,1,226,37,17
6ecf2ade363fcd9a908bc1aa8288626e,0,13,2,205,55,14
342dd1a8a0a14425364b7f72c930f741,0,24,1,212,104,29
5fc5fd14766fdca581e748fbb68c3488,0,1,0,155,157,0
f20d6e87fc3133bd6fa784cc451f028c,0,15,0,213,58,19
faa12f743a4e6b1b003ff1d78736d4dc,0,17,3,289,61,18
300fc107f1d9a5a0823afead351dc36c,0,10,2,257,109,36
12ff66784b4ae964475aa761827c2168,0,9,2,141,40,19
73955ade234750cdd6974a14b25c64eb,0,16,4,272,106,33
2ce8ccd321d95d217fa90c46de2c15fa,0,18,1,291,39,10
5a2ef034a9f28e6939b3a872602060af,0,18,3,255,78,27
452b187bf96a8b3e7cec0d29f1ad6580,0,14,0,238,44,7
3bd1fd7a26c342cd7ae85083038724a,0,21,3,269,75,29
ca5c2ee3b1f5768157041cb1e6fb2057,0,7,0,136,44,20
589245edaef4c8c49a9e45e1e6d3ff57,0,10,2,192,51,22
4eccbac79737f3bd6fd5645c0136f547,0,17,2,309,74,24
e8e0f74a52ea62cf0114280bc1394e59,0,12,2,281,66,30
8456498904d90b64d15c872cb7494c4b,0,7,0,324,86,32
5dc1c48863322109993a435abbd9a747,0,14,0,180,53,19
d07aa0c400c154ff5673e728b5ed895b,0,17,8,218,68,24
647784f4303f13a1d6d5dc4e6924276d,0,3,0,188,53,14
4ced64a9a6d49849734c6d8f1639f55d,0,10,1,156,51,21
ba1942cb8586f9a2ac533e75fdaa8531,0,7,1,287,82,21
dd11b9eb3851377212f5f14b4722b3b2,0,8,3,318,52,9
3185fddd1b3012bc5de44aac1483ab61,0,18,1,322,108,44
d87bce7865724030049df4a9b2b68f19,0,14,5,226,69,29
ff91e6d4b79fc64072ae273aa3fed77e,0,13,2,396,63,19
d017b3ae2eb3155484f058e4517bd8cd,0,11,1,209,71,13
410c4ab65d51e619f34651217a3030c6,0,18,1,336,90,23
b7c34a0e908e54bd163410968abc86af,0,8,3,210,90,33
28eeff6a0c339289e355647adc05e027,0,7,1,136,44,18
4acbad7d312a507cc868d1ee7850b1df,0,14,1,265,57,10
bb72efef00ab3c779a7f7982bad73ba1,0,12,0,195,75,27
4bf430a3fefc61203a697fda0626d0a9,0,13,2,319,94,26
eec9003ae061e99774fc67dfba461759,0,22,3,194,63,20
52ebcac257f9e1dfd8a2fff9aa5e1771,0,9,2,287,48,21
224341ff0301a54d40792902ec9f4e64,0,11,1,215,58,22
e26fb5f6152f848c1c4ea7c3e51048e8,0,14,3,200,76,22
86e4d729dbd56cf553a682bbbcc86e1c,0,14,1,254,76,19
cc15fe24a8ddbf2679a6000362f1f76a,0,18,1,218,81,26
657473a23b324bd5088d4e44a927cef2,0,12,2,179,61,23
86093ee7f4468b4e3e727021e2fa500a,0,13,4,217,66,24
b56d909afda9a926fd6e5e0323fb7821,0,15,5,312,105,36
d1d91836a3a0742dcc6ec9d28a9be957,0,3,0,236,10,10
5d6442fb4f2a1182c8f0d69e47bafbcf,0,10,1,258,72,21
1ed033554853d72d60c78385311e7101,0,6,3,207,64,23
73003ebf579e5755c0ec58dd14b4304,0,7,3,286,62,29
6e18d7aa9765c83b2bc68f8758c88ca6,0,64,1,199,78,15
cb5bee2d29d2a8b48135150f4bc4ea42,0,7,1,180,52,18
406ee9426b77d3c8d557d7fa33e72ccb,0,12,0,223,99,29
ea1cf2a6fe33c64885d7a72a6e60c1a,0,20,1,166,48,10
633c2668dfa89fcf2a652f010f099d05,0,12,3,157,71,34
4f21dac1710f82bb09b06109b3393ce1,0,18,4,259,81,34
92e655463ed101f8053b6058d63140d5,0,10,4,206,90,23
5ebe9049a684fde412aafe35c87db810,0,10,2,204,71,24
df3a8133452fdb558071c430767956f0,0,18,1,238,77,20
caf8b0af153efc3ecb4ecd6e23973ccb,0,15,1,186,49,15
7dcff8617780c470e52fca2b8881d5cd,0,10,3,198,74,38
1ec5faa47b5b11f19773c3b57089be0e,0,8,0,198,61,23
3fc1d5a795d4e562e067f35589b0a96d,0,14,4,328,90,29
a3e3a70d3aa6c08cf95cdffe9e7511c4,0,17,5,300,100,39
58970ad514beda104029daf0e8a44b6d,0,17,0,346,50,12
65f0a9839915220353a2cc3064cee3be,0,10,1,198,43,20
a8d501e54354f4e715d96511459478df,0,11,0,263,63,26
60c628210e590644138bd43b78f319b7,0,17,1,208,78,28
3ab45f5f0c4e5ff41f69f433e4203bca,0,3,1,231,52,18
71d249b710552d6ededed8502b738352,0,55,0,359,83,15
f6dd319e0623963e872b8d4241091a81,0,9,0,272,66,29
9a6823510e52d1a9f3b0dd6778e08ff3,0,11,1,185,67,30
111b8bcb514d55f50d0baac84b6364f8,0,8,3,202,77,14
bbf89d3082bad3070da8126eb9ed27ff,0,9,3,224,116,51
356da3bba0e1527fb5781865c45ad272,0,22,1,220,68,17
a78f361b1ae39dcfff82d3fbe61baaf,0,12,1,336,43,22
405342e827030c34de9e418acd3eb1ad,0,13,3,241,77,35
1696ecf15f18b4f5af1c1caa13803b49,0,17,4,290,108,39
e676901d8ea7e47cedca8b2904eb1cf1,0,19,1,260,75,35
c51dce037c294198d1f9f1268d73f867,0,11,3,232,83,24
7e60b551d999ea5fc9bd67c4e1666168,0,17,1,224,49,28
3ad961fe0e25e42ce4147ce8fcec6874,0,16,2,336,67,18
1074ea46e0f2d49b18b4d77b9aa8c9b,0,12,1,189,52,34
3aca68dfccecc70810dcfe0edae6d64c,0,20,1,235,84,27
736121fb4e2555eb4116bba54bd0e973,0,13,0,230,64,18
311589da850aa6d5a1d5e14c6ef42ac4,0,12,1,250,66,24
fa711e096fa1e68944296bf2128a69d,0,6,1,285,30,10
d6e1a8be0ee4abd549c0e757f1f36cfe,0,14,3,207,47,14
85d229451713de1be586a6161d313432,0,16,3,217,71,23
97176d48b7cefab9008d7d25057aeaa7,0,16,3,222,71,23
384eb002aa8b81f877a610e39bc32b50,0,21,0,147,25,10
2327e9f918d9800d27db78f6c7e229c6,0,20,0,252,77,27
a869556c7c25e36f123c279cf286106f,0,11,2,189,79,19
220391cd5d53cfbfd8db1dc2be20b727,0,11,0,173,50,22
d827709c4c79efd68357a4859564f7d9,0,5,1,316,51,6
366ab020848cdd0feafcc29d0c424b25,0,10,7,322,72,28
77f7836df94c8884558cfa77bb07728e,0,20,7,351,119,54
a54db579eb4c686d07018d902877bd75,0,9,2,350,45,12
3274a46fa5c90ce7bf1130161a5db563,0,13,4,232,74,22
7e6cc35865d196bd9df684091da0bba9,0,10,1,242,70,13
7d89715426ac1236667c443c7b9e834,0,16,2,235,89,21
e457bb64d4d4f44313d3fc33cd4c3c38,0,15,3,237,79,21
6d05bff3b03ac8d75f414fc2cd1c4dd6,0,34,0,263,62,10
a9f67446d67a8f7a443b49277ea908c,0,16,4,204,52,21
d0a48b63b2963942a8d6b50452ee63be,0,23,7,251,82,34
680f96e23bc877a3f34dd447cda8bbac,0,10,0,228,41,13
6deb315c0758a99326b3442ce14bc259,0,35,0,138,59,4
f5441d5f5c89e083605bb4c47c78583,0,7,3,138,43,15
c2bbc9984f842d05e193ba8039193d75,0,5,4,185,36,12
2573edd2265f2c977d451f6291808609,0,8,4,295,56,19
9a50e74b9f805526aaaf08631bb2af77,0,11,2,215,74,12
7ff39aaab614c27ec2caf55b5e2e3168,0,29,0,359,90,17
481eb6a04f497cd549968274dd5b6631,0,5,0,251,119,20
f34332113573a50f69e1467800316a0f,0,18,1,193,48,18
a348e2b2bd89f07c9197b4c942a8b0c1,0,15,5,312,86,24
79f7d128dbea3b82891e727b8fd6de8a,0,16,0,233,61,15
5eed4d1f1b3cf846b471025f6376ca0b,0,25,1,201,42,24
68d0f1ec0041e4a78e8840a6b26744e1,0,20,0,140,24,11
d05cb201ddc0854c161a7b10e13186d2,0,12,1,220,59,23
ae6ae51350881395bd19f07ce1636adc,0,17,7,244,79,25
1bf54229ef4f4096e701ead48cb731fb,0,6,4,213,69,23
ed1a6c0f4e29bfd5a087beaf3f2c4d87,0,14,2,284,99,26
ac2a72878f6b8d22a4f4ee515e881fd7,0,10,3,273,44,21
f08cdfe447907dca91529bbac3bbc1f7,0,15,0,178,66,27
8260fe9aa1848db48356f1004de7f874,0,18,0,251,58,16
5258350892c6689a0362e41fed6cccf8,0,17,2,248,131,38
c6a4d0f0ee587bb29f0480e06b026fdf,0,12,3,187,46,17
3ab379572c9f2ebb07c9782df83ecc18,0,10,1,258,81,27
82f9f68f473297863dfd30711cc9e1b,0,13,1,160,52,11
d016cf91794a9f20f125611a8a217a72,0,20,4,289,79,31
56a8e19d3dd2883c5e82a5b53614f9e1,0,8,0,249,47,15
4ab519abb222f9f4615e0a99cd990868,0,14,0,266,52,17
392aaed8842851a52cb9845e24d982a2,0,63,0,246,95,8
65eeabd2be9ae3449042bcb1d90c6531,1,20,2,280,106,25
5d052ab9de720ea8ff471d7f4d184dac,1,15,1,269,44,13
882e15016243f9f72632073a6ccbee28,1,14,7,212,108,27
6c9b052e5e6bd48e6a23e4b2f24df9d3,1,15,3,263,74,25
cf297fd84d4130e84d94e9482c36da2,1,15,2,220,88,35
59ad107d36a8c3cc37b5cab59d878656,1,10,5,246,60,18
5729f649157acd7097343f24d637b104,1,11,2,268,50,22
24c4179010e0e8a14070c33242cfd58c,1,11,1,263,42,25
4abfa7140370e2ec62f244dbdab8e633,1,35,4,388,72,24
5862f6bf0a59e098a1572e264f5c0433,1,5,3,192,86,36
5617514c6c633ff3b4423119d9367a04,1,6,1,192,49,14
2e30e61ef86060340eec6344adb49086,1,10,3,294,64,18
1873f766ba93cbb66cd078daba9786c3,1,35,3,182,68,21
94a2cbaacdb0a26c1978096c6e435de,1,12,2,129,53,21
13861e88e5df2a16fee127b55a188cf6,1,22,4,250,92,28
6f63b95f626e3b25998fec20ac356f4b,1,19,1,289,92,31
1cefef2dc414e00578a7303d1d023a0f,1,17,6,312,105,37
2676793786ea96e8c5db079590289b29,1,13,1,236,76,20
1f90146e5b7046230dc48caa2ba099c0,1,17,4,307,85,27
a9c8366f3f38936cf1b917aca9ff650,1,5,0,218,46,19
aeacd46f9e17855a242faaf526a369c2,1,7,2,247,49,18
d4f4bc553db4ce39c1a4adaaa2766c06,1,18,1,215,86,30
bd4aed64aef87e300d94176421c6a78e,1,2,1,299,22,12
44c0139190b905c64ffc581e889567e1,1,9,2,218,78,26
263da6c157fd20294bcb6dce89d1b613,1,6,0,244,56,17
8a50b1f6ccd8efde5901513838a96931,1,9,1,194,68,27
4a577a34e3fd59cb26fcd83cd1d72fca,1,7,1,199,62,22
ef26880665a889f1aa4084996ab081fd,1,15,2,377,101,29
8f92481c5d8cc8f1192770e7c0b47b19,1,38,1,302,75,8
adbe15082af23309c11ddf3e72888c35,1,9,0,184,63,24
ea4f395d476567c2f348491797eae3b7,1,12,1,147,46,15
79455069dd926772c6fcf7821be4436f,1,12,2,197,84,21
6b0d529abd2f49153326f7adca3397fe,1,31,4,225,70,20
7ef0a2eee065a5307c34dbbd05e05423,1,9,2,234,50,16
c2ecc9cd4e12d4e316753ebe409208b3,1,4,1,217,27,5
acbc528e8e44281ef1f8653ce731e71d,1,17,3,282,63,28
36c1e608a59e1d04a1b6dcd452238d85,1,10,6,340,62,21
90f4aab5a3a117b92bcb9026681d56e4,1,15,4,290,72,25
70918afdd47dc1b390320c50bc3d4ee9,1,4,3,234,66,8
47b80edb6f84bb6fda9df65355ff0f04,1,7,6,199,54,31
4e105007715fba2a2ee1f669d70d78df,1,12,2,225,53,19
3a2ba26e8ae585ba098f11a58e4bd2a8,1,4,4,105,47,8
6619c1d0c76b8732e2a2ec15ebfd7d16,1,10,1,234,40,6
a81e293e004c256c326bc349984e9d95,1,19,0,308,88,63
908a55ffc8e7141eb18338a32042b673,1,22,2,162,63,23
290054567eaec0a4d284fe51dde507fa,1,10,0,267,69,23
fdb40289e4e0f9031e8d93123ab40e75,1,33,1,299,71,23
73648ab4794ceadfd22c9f17e1efb19a,1,7,3,179,57,14
735c5443665973cbec855fa0124e15af,1,8,5,313,79,22
e7d4417837acf11f36e08b136df04539,1,12,1,173,66,25
a959c189394616f5c6c31cd90371ba2c,1,15,2,265,76,19
f9d0fed99878d3c15c32e52967ced985,1,11,2,204,44,27
fc6edd44b6352458c31a1877f8d0fe9e,1,15,0,174,59,18
ca0cbc2ebeb2668677c6dfe90677f179,1,28,2,251,74,16
1fa255c9c2d230f14128a18871e93778,1,7,0,150,68,19
32a4f4595342a51808fde28028e1082e,1,27,2,296,79,20
3a0d01a73587724d4eebd47f376c7377,1,14,4,239,73,27
84fa9e19a574e016d497a1bb497907bb,1,9,1,193,88,19
28b81ebec8beb9c2fdbd460ac2fcccaa,1,12,3,179,59,31
bcf471a8f9b4391c7d03379b2ae24739,1,25,0,228,81,19
ad469b64e8f8ffa45122856804aac8d7,1,10,3,199,56,25
dbc34d75b518641ca53e140151f61429,1,24,3,332,88,39
de56a6acf96c3097c2ce62f323a75ebc,1,8,0,249,82,39
d253dcce49dc32756114decba1e2edbb,1,12,0,304,94,34
fc55ad4089f326e6b19aa2ab30bd916a,1,12,2,216,79,25
19a429c11e7aad28c52bbd6d9e05c34f,1,3,2,394,8,6
572791f05795186c7bf7f38a249a1ded,1,14,3,272,79,28
9c3b6cddfd0186f04cbcb6a82a3b1101,1,9,3,228,65,37
aaab38dd225777c3536b5a95dfeccc7a,1,13,3,283,85,27
a48178ae88f02873a420abb426f217e8,1,7,0,315,53,20
f6eac0a8820f68b37a4ed82083dc3c9f,1,13,1,195,62,27
62e1a9715995572b9f76e6bedc6f7ef4,1,13,3,249,98,25
e2a3bebd6b178ddbf7da9f90c62b8dba,1,5,3,244,66,12
8ad7f0d7356581e3331f18e4b161f3bb,1,20,6,259,115,26
b76a921b1fe7da902a7df61723db2127,1,25,2,211,61,24
71218098be5b0a14a00b64ce071eadf4,1,9,1,216,72,35
c8fcfcb79e8ff4b3384cf5971848ce1b,1,14,4,280,97,46
f21825da88df52fbbf97353584b27cad,1,13,0,190,67,39
da3dce3f5ed0ef5f69b202d3927cbadc,1,14,1,173,62,22
10c026fc940ae994f0cfaddcd59db6a1,1,7,0,130,61,33
da2dfcac9375b238f3aaa2dfc2b7a181,1,16,2,177,64,26
b69abcea9190965086d6e01a06cc990e,1,9,0,218,52,16
3bbc0f607805340d11467aff607c98ec,1,15,3,213,112,42
cccf66701ed2e697fa66140b60347008,1,14,1,263,69,40
954a295ccb87df1bc47426a7b6f85e91,1,3,0,361,74,17
7f1dd10bbdd118cf78b8ba4986db031,1,45,0,244,61,20
81955036254da7d9d5fafa3af7d28401,1,9,1,188,49,15
9445387ca10e71a24e6c77dae9fb9b19,1,11,1,153,69,19
6f90c2012e153d120dbef8f38c27c436,1,24,1,259,59,23
a3ef7d3eaa2abb487f3bcb0790b76ea9,1,4,1,154,30,8
f00a06e28126b7451e93717d991d8bc6,1,10,2,223,99,37
7a2b6e351032615aa3c19d8c252bd552,1,7,3,257,86,27
f623aca885a23b4724e7f8875fd039f2,1,16,0,245,78,29
6fbe5de8584f87e1484a5330a0ecef40,1,3,2,215,94,11
dfa86325afc69b1254c6371c3de8365,1,17,2,270,76,23
517a369dc7d6cd105a3f3e04cc96b86,1,7,1,218,52,18
a79d1f69251e94ac7bdfdc20c05b0b35,1,5,1,208,58,21
54e1e10a0c85a494d775c4b3221fbbcd,1,7,4,178,36,11
a68e08c1372d1a0daf0cc5afbdf67fb8,1,38,0,298,71,17
62a7de341616b7d87918f1a3d94398db,1,17,2,280,73,16
92c9d30468a5b9a39f9e5d5535f1bd70,1,13,2,232,85,19
736f96071dfbce5891e744321e8e59ed,1,9,1,303,37,12
76769a7a22e731adc977dea11bedbafd,1,7,1,192,46,22
3b6da28ccd50a00e6d9b7dec43a48269,1,11,3,181,57,12
c4ba27abee5b7d2ed43ad64a44f8f2f7,1,10,1,353,69,21
f2d66df5311c0d0eaa526a7b5cd2533c,1,6,7,278,28,8
b9615705666cafc2a29677e5e61388ef,1,14,0,192,58,17
118602e0a88eb676ddf2bbb47e8bc0a,1,5,3,163,44,18
8a2e4119a9db18e9ffa3b7f58d8c0254,1,15,5,189,87,27
35528a7bdb6159ff54e462812583a192,1,4,1,243,102,15
3df363c31c6d61b3377ff33ed4b9b161,1,20,4,186,50,18
325b81c9862a5e04db1a87ee852f96d4,1,10,1,174,65,10
1d9049db00b58f22564db47f68fa072c,1,5,2,169,38,13
9b1c76767ff939d6e2b4dcb19fe2ae6e,1,3,2,230,121,44
6e87cdb975ae51283720bf8a5124a213,1,11,2,226,75,29
e4c17c6cf6bf88b2ae72bb78499a7b0b,1,22,0,196,61,23
d6608cf93d233ab6165acc38a76ab1b9,1,6,1,139,40,19
d7a113c4fe289a2d78477155725c3f9d,1,6,4,159,61,21
a8d2bb9024fdfeb7a96c96d24bee1c34,1,17,0,256,100,36
411a2475d98d2dfb1a447af473add890,1,17,0,172,62,13
268d84bdc6b534c396a6a0200708ad5e,1,13,2,249,51,26
ea56e2275b129635d38b0a4f9e6691ca,1,13,3,192,73,29
ec6a5dd1739239997e5128c400707d96,1,13,3,276,73,17
bca91125c4d09175a44d90777dbf392,1,3,0,242,25,23
22d4568344e014a64baa40f33f0bec31,1,8,1,168,94,25
7eb757201748c44b0c94b7eec40780ad,1,13,3,283,64,26
e4904f5d9f0aef32c15d9244642aa776,1,16,4,293,90,35
3dad395120fa4e8cc6ba1ddadf35089f,1,19,3,211,86,38
4e2dd7c184ccddbc3a34bc3a3da093e5,1,5,1,383,33,15
fa928d93177c36861df972fb50aa84ff,1,16,0,202,72,29
7fd945221f3a712a1223810e2b1ddc10,1,6,2,117,60,21
5e788852f1ea103f71eef011cda67f54,1,9,1,171,58,17
6a7a808f069e296c104fe821f64c94fd,1,12,3,204,49,16
39bff8dcc6ff26a33c9932a9f4808624,1,14,2,273,91,32
e7e00742d00ccedd7b68ef7bfc67be8e,1,42,0,267,106,16
4ce9d1d61f32612bb6b578b08d016c25,1,15,5,180,46,18
8cd4d3e9b5b3491b305f64e791b7b805,1,7,0,206,30,9
5ab6d8cbf1828c120839297f98191e85,1,28,0,260,73,20
6e132ea7bcc8be150f2a9220ade4f922,1,6,5,186,64,28
7857b2659726d2c95f12fb7bf50e9b54,1,10,4,197,77,15
3cdfa1e63061f325ed92df3242d4da9,1,7,0,186,33,17
b83572700fee107580a20dbad87d3032,1,8,1,280,80,26
61ffb51eb093d9ea555434252b70b73f,1,9,0,315,48,11
76ccf215912b9b41d2451f3d6f7a7f9c,1,22,0,325,59,23
30dc97675343b2813a86da8f0a466d5b,1,2,0,299,81,0
4d76ff03c010da307d8d492fe0406771,1,15,3,217,135,14
30c8d71b39640d057ecdce0550443f54,1,17,2,266,68,27
2effe0f74e89e4da828987d7133a9fd,1,14,2,253,66,23
56486327535aa8d9c096be6484dc59af,1,22,0,292,59,16
8d0a23d4ce38657776a53c065a8a0ce4,1,13,4,275,77,38
6558ea4932c8b59db2f929cf8b499e7c,1,12,1,213,76,27
dab28df2d25ccb8c3668059b01b03a0,1,9,5,261,88,23
2d05e95a88f1985fc17c6848aade5510,1,13,3,260,54,24
d4663c34e2727a0dcc23442f18640653,1,13,1,240,53,28
668a3ebcbc6b99d23c842f4f37349adb,1,16,6,263,74,14
8d834cfb11e09c8152ac0c11286152e8,1,22,2,209,58,15
9881d3f4a6098c454fc75640ad635566,1,6,2,122,48,9
6d4b02d8191180683585bd0ea36b0269,1,10,1,161,56,14
35a22590ec778f8f2ffb61898c3e1458,1,9,1,189,65,21
685f91d27a5f092f9bf7b16d0a5e3a43,1,11,1,257,89,29
3d8285a6183b250bf7810f1110ebd408,1,12,3,269,63,21
bb29ff0a61d5e43b93a94a3cdf8bdd23,1,10,2,222,38,12
f16e29800f8b8ef1d04dd34b4dd66b24,1,26,1,267,71,21
2a49aa4a4e854350246899ffc66811c,1,26,1,270,143,44
ca53fcd798aef281dccfc78846befcd,1,15,2,263,69,31
7fe7ce48dd7b04b506c58cd876945a8c,1,16,1,377,71,30
93b346dbb872035650af4bd92e057f40,1,17,0,260,49,16
bc07f0a592b6ffd6fb18833a1e5beb98,1,10,0,287,54,40
e21ecafa6bf330b4d6baeee34edc68e8,1,13,0,239,47,15
48da5580e8f566ef598f55105f4b7a05,1,13,0,235,89,30
a51a06c8d6e3e6713cd126746cf8b468,1,5,1,299,42,15
afb0f3ac2f67f80ac7d4fdd5bafbfc84,1,8,0,216,64,21
a0677f2beb8018124e2f74518b908040,1,28,0,329,84,15
7e008cb16cf1f565aa60340a48a77cb5,1,18,0,237,78,25
da7ef7724863d8ec11cb0c1d51cc7d14,1,12,6,270,117,34
a4aa34e1381991ef728df482d643d18d,1,10,2,286,61,13
11ed033e4e7efc52b0d3d0b0d850a768,1,35,3,182,68,21
f131eae283c5b7e5a658d61f3152d1ff,1,15,0,145,69,18
1342f1fee84567cda4741b41a770b4e0,1,17,2,190,64,24
d0b01a46c2384b438f1f19ee2520479a,1,24,1,186,63,18
49530609d9384f14a5298f47bc0d4828,1,18,3,257,81,32
337493831ca980b59bb5047f96228032,1,15,3,233,84,33
9a28590a68753ba631458a2fb8678056,1,14,3,209,94,37
5c1cbf017c024ae75739359dc13bba0,1,21,0,315,82,28
4095a61c39b181c92445356a1faa5281,1,15,3,243,41,12
d8e73f77a58620eb6a1efd8a67987b12,1,11,4,298,99,44
273ab17e931b37415aaf18b850f34def,1,13,0,187,54,10
dae7f321ee651cb27c643c3f7a659c59,1,10,0,178,104,22
7f38f4a9028942b739e233be42622abf,1,8,1,218,53,23
b6848510dc7f5831ffdee518e4c0d892,1,5,1,199,90,25
8183ff7447a030c063233d0882ffe219,1,16,5,308,117,36
aab072fa10d08ed69d0bb6bcaa45364e,1,9,1,181,79,30
e9adacc40dc8d4b60b706db9c025319e,1,10,1,215,92,37
80ddb6154fc0d665f72978ee77c15ec3,1,8,3,252,98,24
b5cdf021d9b1c7d5da1ef12fc09ee405,1,13,4,210,66,17
cf02abe29b324b0d5c972c4addd4b874,1,41,1,264,67,6
2e7229c2230c47425a8aaef6b6c7c92e,1,11,1,211,79,26
29af6cd28045098b8e623b7c3743f8ce,1,24,0,251,80,9
690b57835d309d30ae19a9a68e7aa591,1,5,0,283,38,2
494f11aba6dfdd60b53de80de7830d89,1,1,0,214,2,1
2afd1dee012c5261d44b314dec9cde9b,1,12,0,258,38,14
12971c07ee25f10f10f4879665b7fb3f,1,6,5,338,59,13
e105cd3833143052a5301cdc87fac580,1,6,5,116,42,16
202849f7d0894b25bb16f5e341ce00c9,1,8,0,245,72,23
7048a30dde92605f16950402d1226bd,1,12,4,232,53,22
e24bfcc7901e5342625bbdc73aac6e,1,11,3,204,84,34
285e156aca8417147454e43318da9a5b,1,12,1,197,107,22
afe0d690efc297724dc6f11ae5f4d60b,1,20,1,280,72,22
70a60523ba7eb4d4e4288854ddea2ef5,1,10,1,101,43,21
8d13da740331e468a71f9dd531c4ecd7,1,8,1,264,77,19
a2e75e4b981b2e13286adbc4b6ac8f73,1,14,3,210,81,28
f1375d89d477ca2512ea30843fd67e1a,1,0,0,52,52,0
9fd23efa97fefd225c321bba4a6998f4,1,7,0,171,82,20
e70c7adb64c71d62b7cf1dd7373d6353,1,21,4,263,119,42
4d04cd62a711c5a8229659b5b505e634,1,15,3,255,67,18
9b3350083c524c1ce9c53e6dd86c07ec,1,7,1,139,65,16
d768dd2f8617508190548768d7ab0c21,1,20,6,320,97,34
